Voltage,Percentage,Temperature,Elapsed Time
3600,16,2990.0,4961.381
3591,16,3000.0,4971.059
3591,16,3000.0,4971.569
3591,15,3000.0,4973.711
3591,15,3000.0,4974.222
3598,15,3010.0,4991.486
3598,15,3010.0,4992.014
3597,15,3020.0,5001.723
3597,15,3020.0,5002.233
3597,15,3030.0,5011.958
3597,15,3030.0,5012.471
3603,15,3040.0,5022.146
3603,15,3040.0,5022.658
3603,14,3040.0,5023.666
3603,14,3040.0,5024.18
3577,14,3050.0,5032.399
3577,14,3050.0,5032.91
3603,14,3060.0,5042.633
3603,14,3060.0,5043.144
3585,14,3070.0,5052.765
3585,14,3070.0,5053.284
3585,13,3070.0,5073.188
3585,13,3070.0,5073.701
3593,13,3080.0,5083.285
3593,13,3080.0,5083.793
3593,13,3080.0,5101.126
3593,13,3080.0,5101.141
3593,13,3080.0,5101.181
3593,13,3080.0,5101.201
3593,13,3080.0,5101.728
3604,13,3090.0,5103.805
3604,13,3090.0,5104.327
3604,13,3090.0,5106.1
3604,13,3090.0,5106.117
3604,13,3090.0,5106.199
3604,13,3090.0,5106.709
3604,12,3090.0,5126.474
3604,12,3090.0,5126.988
3579,12,3100.0,5164.796
3579,12,3100.0,5165.316
3582,12,3090.0,5174.935
3582,12,3090.0,5175.451
3578,12,3100.0,5177.858
3578,11,3100.0,5177.868
3578,11,3100.0,5178.384
3577,11,3110.0,5227.985
3577,10,3110.0,5228.021
3577,10,3110.0,5228.535
3567,10,3120.0,5276.636
3567,10,3120.0,5277.155
3567,9,3120.0,5280.743
3567,9,3120.0,5281.27
3571,9,3130.0,5317.294
3571,9,3130.0,5317.815
3571,8,3130.0,5330.893
3571,8,3130.0,5331.402
3571,8,3130.0,5370.188
3571,8,3130.0,5370.24
3571,8,3130.0,5370.334
3571,8,3130.0,5370.353
3571,8,3130.0,5370.871
3571,8,3130.0,5376.279
3571,8,3130.0,5376.796
3571,8,3130.0,5379.054
3571,8,3130.0,5379.561
3571,7,3130.0,5382.225
3571,7,3130.0,5382.73
3571,7,3130.0,5386.615
3571,7,3130.0,5386.665
3571,7,3130.0,5386.675
3571,7,3130.0,5387.182
3571,7,3130.0,5418.449
3571,7,3130.0,5418.459
3571,7,3130.0,5418.499
3571,7,3130.0,5418.595
3571,7,3130.0,5419.107
3571,6,3130.0,5439.27
3571,6,3130.0,5439.775
3577,6,3120.0,5449.847
3577,6,3120.0,5450.356
3575,6,3130.0,5460.036
3575,6,3130.0,5460.547
3578,6,3120.0,5470.225
3578,6,3120.0,5470.737
3578,6,3120.0,5526.011
3578,6,3120.0,5526.016
3534,5,3130.0,5526.026
3534,5,3130.0,5526.534
3534,5,3140.0,5547.69
3534,5,3140.0,5548.208
3534,5,3140.0,5571.194
3534,5,3140.0,5571.198
3534,5,3140.0,5571.206
3534,5,3140.0,5571.715
3544,5,3130.0,5586.891
3544,5,3130.0,5587.401
3544,4,3130.0,5628.472
3544,4,3130.0,5628.982
3544,4,3130.0,5669.43
3544,4,3130.0,5669.459
3544,4,3130.0,5669.977
3468,4,3140.0,5675.665
3468,4,3140.0,5676.196
3454,4,3150.0,5687.274
3454,4,3150.0,5687.803
3438,4,3160.0,5706.284
3438,4,3160.0,5706.805
3438,3,3160.0,5718.956
3438,3,3160.0,5719.1
3438,3,3160.0,5719.152
3438,3,3160.0,5719.158
3438,3,3160.0,5719.247
3438,3,3160.0,5719.755
3438,3,3160.0,5720.272
3438,3,3160.0,5720.368
3438,3,3160.0,5720.418
3438,3,3160.0,5720.925
3438,3,3160.0,5721.931
3438,3,3160.0,5721.98
3438,3,3160.0,5721.987
3438,3,3160.0,5721.995
3438,3,3160.0,5722.502
3438,3,3160.0,5724.91
3438,3,3160.0,5725.051
3438,3,3160.0,5725.098
3438,3,3160.0,5725.114
3438,3,3160.0,5725.622
3438,3,3160.0,5750.599
3438,3,3160.0,5750.631
3438,3,3160.0,5750.645
3438,3,3160.0,5751.156
3438,3,3160.0,5759.817
3438,3,3160.0,5760.323
3438,3,3160.0,5781.313
3438,3,3160.0,5781.363
3438,2,3160.0,5781.381
3438,2,3160.0,5781.401
3438,2,3160.0,5781.421
3438,2,3160.0,5781.434
3438,2,3160.0,5781.94
3438,2,3160.0,5784.453
3438,2,3160.0,5784.968
3304,2,3170.0,5785.119
3304,2,3170.0,5785.63
3304,2,3170.0,5787.696
3304,2,3170.0,5788.205
3304,2,3170.0,5790.133
