Timestamp,Voltage,Percentage,Temperature,Elapsed Time,Low Point
2023-10-13 14:10:25.565376,4030,100,25.6,24.72137633399273,
2023-10-13 14:10:25.565376,4030,100,25.6,24.72137633399273,
2023-10-13 14:10:25.566751,4030,100,25.6,24.72275134797204,
2023-10-13 14:10:25.567438,4030,100,25.6,24.723438854961692,
2023-10-13 14:10:25.907754,4030,100,25.6,25.06375481484062,
2023-10-13 14:10:26.252883,4030,100,25.6,25.408883323647125,
2023-10-13 14:10:26.253570,4030,100,25.6,25.40957083063678,
2023-10-13 14:10:26.254258,4030,100,25.6,25.410258337626434,
2023-10-13 14:10:26.254945,4030,100,25.6,25.410945844616087,
2023-10-13 14:10:26.262508,4030,100,25.6,25.41850842150229,
2023-10-13 14:10:26.263195,4030,100,25.6,25.419195928491938,
2023-10-13 14:10:26.263195,4030,100,25.6,25.419195928491938,
2023-10-13 14:10:26.263195,4030,100,25.6,25.419195928491938,
2023-10-13 14:10:26.263883,4030,100,25.6,25.41988343548159,
2023-10-13 14:10:26.266633,4030,100,25.6,25.422633463440214,
2023-10-13 14:10:26.629637,4030,100,25.6,25.78563715397773,
2023-10-13 14:10:26.630324,4030,100,25.6,25.786324660967384,
2023-10-13 14:10:26.631012,4030,100,25.6,25.787012167957045,
2023-10-13 14:10:26.631012,4030,100,25.6,25.787012167957045,
2023-10-13 14:10:26.650262,4030,100,25.6,25.806262363667365,
2023-10-13 14:10:26.651637,4030,100,25.6,25.80763737764667,
2023-10-13 14:10:26.652324,4030,100,25.6,25.808324884636328,
2023-10-13 14:10:26.652324,4030,100,25.6,25.808324884636328,
2023-10-13 14:10:26.653699,4030,100,25.6,25.809699898615634,
2023-10-13 14:10:27.670522,4030,100,25.6,26.826522736314487,
2023-10-13 14:10:28.019776,4030,100,25.6,27.175776287058916,
2023-10-13 14:10:28.021838,4030,100,25.6,27.177838808027882,
2023-10-13 14:10:28.022526,4030,100,25.6,27.178526315017535,
2023-10-13 14:10:28.022526,4030,100,25.6,27.178526315017535,
2023-10-13 14:10:28.026651,4030,100,25.6,27.18265135695546,
2023-10-13 14:10:28.028026,4030,100,25.6,27.18402637093477,
2023-10-13 14:10:28.028026,4030,100,25.6,27.18402637093477,
2023-10-13 14:10:28.028713,4030,100,25.6,27.184713877924423,
2023-10-13 14:10:28.029401,4030,100,25.6,27.18540138491408,
2023-10-13 14:10:31.749501,4030,100,25.6,30.905501705934014,
2023-10-13 14:10:32.096692,4030,100,25.6,31.25269273570948,
2023-10-13 14:10:32.109067,4030,100,25.6,31.26506786152326,
2023-10-13 14:10:32.109755,4030,100,25.6,31.265755368512913,
2023-10-13 14:10:32.110442,4030,100,25.6,31.26644287550257,
2023-10-13 14:10:32.111817,4030,100,25.6,31.267817889481876,
2023-10-13 14:10:32.112505,4030,100,25.6,31.268505396471532,
2023-10-13 14:10:32.113192,4030,100,25.6,31.269192903461185,
2023-10-13 14:10:32.113192,4030,100,25.6,31.269192903461185,
2023-10-13 14:10:32.113880,4030,100,25.6,31.26988041045084,
2023-10-13 14:10:35.508789,4030,100,25.6,34.66478992536424,
2023-10-13 14:10:35.631853,4030,100,25.6,34.78785367651238,
2023-10-13 14:10:35.642853,4120,100,26.6,34.79885378834685,
2023-10-13 14:10:36.000357,4120,100,26.6,35.15635742296713,
2023-10-13 14:10:36.002419,4120,100,26.6,35.158419943936096,
2023-10-13 14:10:36.003107,4120,100,26.6,35.15910745092575,
2023-10-13 14:10:36.003107,4120,100,26.6,35.15910745092575,
2023-10-13 14:10:36.003794,4120,100,26.6,35.1597949579154,
2023-10-13 14:10:36.004482,4120,100,26.6,35.160482464905066,
2023-10-13 14:10:36.004482,4120,100,26.6,35.160482464905066,
2023-10-13 14:10:36.005169,4120,100,26.6,35.161169971894715,
2023-10-13 14:10:36.005169,4120,100,26.6,35.161169971894715,
2023-10-13 14:10:36.196296,4120,100,26.6,35.352296915018634,
2023-10-13 14:10:36.538675,4120,100,26.6,35.694675395866525,
2023-10-13 14:10:36.544175,4120,100,26.6,35.70017545178376,
2023-10-13 14:10:36.545550,4120,100,26.6,35.70155046576307,
2023-10-13 14:10:36.546237,4120,100,26.6,35.70223797275273,
2023-10-13 14:10:36.546925,4120,100,26.6,35.702925479742376,
2023-10-13 14:10:36.551050,4120,100,26.6,35.7070505216803,
2023-10-13 14:10:36.551738,4120,100,26.6,35.70773802866996,
2023-10-13 14:10:36.551738,4120,100,26.6,35.70773802866996,
2023-10-13 14:10:36.552425,4120,100,26.6,35.708425535659615,
2023-10-13 14:10:36.553113,4120,100,26.6,35.709113042649264,
2023-10-13 14:10:36.897554,4120,100,26.6,36.05355404446612,
2023-10-13 14:10:36.899616,4120,100,26.6,36.05561656543509,
2023-10-13 14:10:36.899616,4120,100,26.6,36.05561656543509,
2023-10-13 14:10:36.900304,4120,100,26.6,36.05630407242474,
2023-10-13 14:10:36.901679,4120,100,26.6,36.05767908640405,
2023-10-13 14:10:36.903054,4120,100,26.6,36.05905410038336,
2023-10-13 14:10:36.903054,4120,100,26.6,36.05905410038336,
2023-10-13 14:10:36.909241,4120,100,26.6,36.065241663290244,
2023-10-13 14:10:36.909929,4120,100,26.6,36.0659291702799,
2023-10-13 14:10:37.608436,4120,100,26.6,36.764436271768766,
2023-10-13 14:10:37.952877,4120,100,26.6,37.10887727358561,
2023-10-13 14:10:37.963189,4120,100,26.6,37.11918987843043,
2023-10-13 14:10:37.963877,4120,100,26.6,37.11987738542008,
