Bitrate_bps,CDF
470.5882352941176,0.003861003861003861
784.3137254901961,0.007722007722007722
888.8888888888889,0.011583011583011582
888.8888888888889,0.015444015444015444
1000.0,0.019305019305019305
1142.8571428571427,0.023166023166023165
2352.9411764705883,0.02702702702702703
2352.9411764705883,0.03088803088803089
2352.9411764705883,0.03474903474903475
2666.666666666667,0.03861003861003861
3076.923076923077,0.04247104247104247
3333.3333333333335,0.04633204633204633
3333.3333333333335,0.05019305019305019
3333.3333333333335,0.05405405405405406
3636.3636363636365,0.05791505791505792
3636.3636363636365,0.06177606177606178
3636.3636363636365,0.06563706563706563
3636.3636363636365,0.0694980694980695
3636.3636363636365,0.07335907335907337
3636.3636363636365,0.07722007722007722
3636.3636363636365,0.08108108108108109
3636.3636363636365,0.08494208494208494
3636.3636363636365,0.0888030888030888
4000.0,0.09266409266409266
4000.0,0.09652509652509653
4000.0,0.10038610038610038
4000.0,0.10424710424710425
4000.0,0.10810810810810811
4000.0,0.11196911196911197
4000.0,0.11583011583011583
4444.444444444444,0.11969111969111969
4444.444444444444,0.12355212355212356
4444.444444444444,0.1274131274131274
4444.444444444444,0.13127413127413126
4444.444444444444,0.13513513513513514
5000.0,0.138996138996139
5000.0,0.14285714285714285
5000.0,0.14671814671814673
5000.0,0.15057915057915058
5714.285714285714,0.15444015444015444
5714.285714285714,0.1583011583011583
5714.285714285714,0.16216216216216217
5714.285714285714,0.16602316602316602
5714.285714285714,0.16988416988416988
5714.285714285714,0.17374517374517376
5714.285714285714,0.1776061776061776
5714.285714285714,0.18146718146718147
5714.285714285714,0.18532818532818532
5714.285714285714,0.1891891891891892
5714.285714285714,0.19305019305019305
5714.285714285714,0.1969111969111969
5714.285714285714,0.20077220077220076
5714.285714285714,0.20463320463320464
5714.285714285714,0.2084942084942085
6666.666666666667,0.21235521235521235
6666.666666666667,0.21621621621621623
6666.666666666667,0.22007722007722008
6666.666666666667,0.22393822393822393
6666.666666666667,0.2277992277992278
6666.666666666667,0.23166023166023167
8000.0,0.23552123552123552
9733.333333333334,0.23938223938223938
9898.305084745763,0.24324324324324326
10000.0,0.2471042471042471
10285.714285714284,0.25096525096525096
12705.882352941175,0.2548262548262548
13230.76923076923,0.25868725868725867
13272.727272727274,0.2625482625482625
13333.333333333334,0.26640926640926643
13333.333333333334,0.2702702702702703
14243.90243902439,0.27413127413127414
14600.0,0.277992277992278
16222.222222222223,0.28185328185328185
16222.222222222223,0.2857142857142857
16222.222222222223,0.28957528957528955
16685.714285714283,0.29343629343629346
