Bitrate_Mbps,CDF
1.897152,0.49141630901287553
1.899904,0.49356223175965663
1.900272,0.4957081545064378
1.900872,0.4978540772532189
1.903432,0.5
1.903592,0.5021459227467812
1.905392,0.5042918454935622
1.907816,0.5064377682403434
1.91592,0.5085836909871244
1.922544,0.5107296137339056
1.928648,0.5128755364806867
1.929016,0.5150214592274678
1.932376,0.5171673819742489
1.936336,0.51931330472103
1.940344,0.5214592274678111
1.948248,0.5236051502145923
1.950512,0.5257510729613734
1.95144,0.5278969957081545
1.952312,0.5300429184549357
1.953544,0.5321888412017167
1.957208,0.5343347639484979
1.96072,0.5364806866952789
1.966208,0.5386266094420601
1.97084,0.5407725321888412
1.971656,0.5429184549356223
1.976088,0.5450643776824035
1.977368,0.5472103004291845
1.983648,0.5493562231759657
1.996072,0.5515021459227468
1.999944,0.5536480686695279
2.004672,0.555793991416309
2.007104,0.5579399141630901
2.007376,0.5600858369098712
2.010952,0.5622317596566524
2.017384,0.5643776824034334
2.020184,0.5665236051502146
2.02076,0.5686695278969958
2.021184,0.5708154506437768
2.022832,0.572961373390558
2.02308,0.575107296137339
2.025256,0.5772532188841202
2.025888,0.5793991416309013
2.02732,0.5815450643776824
2.027448,0.5836909871244635
2.032,0.5858369098712446
2.034976,0.5879828326180258
2.040712,0.5901287553648069
2.060392,0.592274678111588
2.062624,0.5944206008583691
2.062648,0.5965665236051502
2.06272,0.5987124463519313
2.064296,0.6008583690987125
2.068088,0.6030042918454935
2.069832,0.6051502145922747
2.072336,0.6072961373390557
2.078584,0.6094420600858369
2.083192,0.6115879828326181
2.08708,0.6137339055793991
2.09308,0.6158798283261803
2.09328,0.6180257510729614
2.09576,0.6201716738197425
2.096176,0.6223175965665236
2.09692,0.6244635193133047
2.100704,0.6266094420600858
2.103232,0.628755364806867
2.110528,0.630901287553648
2.112072,0.6330472103004292
