Average_Bitrate_Mbps,CDF
1.7048,0.4049733570159858
1.7055,0.4067495559502664
1.70598,0.40852575488454707
1.70637,0.4103019538188277
1.70762,0.41207815275310833
1.70781,0.413854351687389
1.70893,0.41563055062166965
1.70966,0.41740674955595025
1.70992,0.4191829484902309
1.71008,0.42095914742451157
1.71051,0.4227353463587922
1.71155,0.42451154529307283
1.71251,0.42628774422735344
1.7128,0.4280639431616341
1.7129,0.42984014209591476
1.71389,0.43161634103019536
1.71437,0.433392539964476
1.716,0.4351687388987567
1.71606,0.4369449378330373
1.71635,0.43872113676731794
1.71872,0.4404973357015986
1.71914,0.4422735346358792
1.72016,0.44404973357015987
1.7207,0.44582593250444047
1.72106,0.44760213143872113
1.72195,0.4493783303730018
1.72714,0.4511545293072824
1.7272,0.45293072824156305
1.7272,0.4547069271758437
1.72781,0.4564831261101243
1.72867,0.458259325044405
1.7289,0.46003552397868563
1.72973,0.46181172291296624
1.7304,0.4635879218472469
1.73085,0.46536412078152756
1.7313,0.46714031971580816
1.73187,0.4689165186500888
1.73238,0.4706927175843694
1.73475,0.4724689165186501
1.7368,0.47424511545293074
1.73901,0.47602131438721135
1.73984,0.477797513321492
1.74048,0.47957371225577267
1.74157,0.48134991119005327
1.7425,0.48312611012433393
1.74717,0.4849023090586146
1.74739,0.4866785079928952
1.75162,0.48845470692717585
1.75283,0.49023090586145646
1.7535,0.4920071047957371
1.7535,0.4937833037300178
1.75427,0.4955595026642984
1.75478,0.49733570159857904
1.75498,0.4991119005328597
1.75574,0.5008880994671403
1.75587,0.5026642984014209
1.75597,0.5044404973357016
1.75878,0.5062166962699822
1.76086,0.5079928952042628
1.76173,0.5097690941385435
1.76576,0.5115452930728241
1.76746,0.5133214920071048
1.7737,0.5150976909413855
1.77517,0.5168738898756661
1.7785,0.5186500888099467
1.779695,0.5204262877442274
1.77981,0.522202486678508
1.78086,0.5239786856127886
1.78224,0.5257548845470693
1.78323,0.5275310834813499
1.78461,0.5293072824156305
1.78736,0.5310834813499112
1.78778,0.5328596802841918
1.7897,0.5346358792184724
1.7921,0.5364120781527532
1.7935,0.5381882770870338
1.79379,0.5399644760213144
1.7969,0.5417406749555951
1.79926,0.5435168738898757
1.80691,0.5452930728241563
1.80768,0.5470692717584369
1.80989,0.5488454706927176
1.82685,0.5506216696269982
1.83008,0.5523978685612788
1.83606,0.5541740674955595
1.83779,0.5559502664298401
1.84067,0.5577264653641207
1.85286,0.5595026642984015
1.8537,0.5612788632326821
1.85456,0.5630550621669627
1.85578,0.5648312611012434
1.86656,0.566607460035524
1.87126,0.5683836589698046
1.87261,0.5701598579040853
1.87654,0.5719360568383659
1.87952,0.5737122557726465
1.88419,0.5754884547069272
1.88656,0.5772646536412078
1.8887,0.5790408525754884
1.89027,0.5808170515097691
