Bitrate_bps,CDF
54.354933890492674,2.35810125686797e-05
55.04372337647133,4.71620251373594e-05
79.35341660543718,7.07430377060391e-05
86.6416338900712,9.43240502747188e-05
111.29442688962835,0.0001179050628433985
122.10036892909487,0.0001414860754120782
238.55755894590848,0.0001650670879807579
340.32282395534776,0.0001886481005494376
369.0987124463519,0.00021222911311811728
371.23580714168173,0.000235810125686797
484.5814977973568,0.0002593911382554767
657.9066606252833,0.0002829721508241564
692.9133858267717,0.0003065531633928361
713.6929460580914,0.0003301341759615158
717.6079734219269,0.00035371518853019547
774.7747747747748,0.0003772962010988752
888.8888888888888,0.0004008772136675549
888.8888888888889,0.00042445822623623456
896.3963963963963,0.0004480392388049143
909.0909090909091,0.000471620251373594
913.7822529893015,0.0004952012639422737
939.2173189009159,0.0005187822765109534
1025.6410256410256,0.0005423632890796331
1080.0,0.0005659443016483127
1101.2514220705348,0.0005895253142169925
1128.2051282051282,0.0006131063267856722
1128.2051282051282,0.0006366873393543518
1142.8571428571427,0.0006602683519230316
1142.857142857143,0.0006838493644917113
1142.857142857143,0.0007074303770603909
1157.8947368421052,0.0007310113896290707
1222.2222222222224,0.0007545924021977504
1222.2222222222224,0.00077817341476643
1239.4366197183099,0.0008017544273351098
1239.4366197183099,0.0008253354399037895
1254.0300166759312,0.0008489164524724691
1294.1176470588234,0.0008724974650411489
1333.3333333333333,0.0008960784776098286
1353.8461538461538,0.0009196594901785082
1437.8585086042065,0.000943240502747188
1442.6229508196723,0.0009668215153158676
1455.7595993322204,0.0009904025278845473
1466.6666666666667,0.001013983540453227
1466.6666666666667,0.0010375645530219068
1517.2413793103447,0.0010611455655905864
1517.2413793103447,0.0010847265781592662
1571.4285714285713,0.001108307590727946
1571.4285714285713,0.0011318886032966255
1600.0,0.0011554696158653053
1600.0,0.001179050628433985
1600.0,0.0012026316410026646
1640.2225427570577,0.0012262126535713444
1660.3773584905662,0.0012497936661400241
1692.3076923076924,0.0012733746787087037
1692.3076923076924,0.0012969556912773835
1692.3076923076924,0.0013205367038460632
1760.0,0.0013441177164147428
1760.0,0.0013676987289834225
1795.9183673469388,0.0013912797415521023
1795.9183673469388,0.0014148607541207819
1795.9183673469388,0.0014384417666894616
1795.9183673469388,0.0014620227792581414
1795.9183673469388,0.001485603791826821
1831.1688311688313,0.0015091848043955007
1833.3333333333333,0.0015327658169641805
1833.3333333333333,0.00155634682953286
1833.3333333333333,0.0015799278421015398
1833.3333333333333,0.0016035088546702196
1872.340425531915,0.0016270898672388991
1872.340425531915,0.001650670879807579
1872.340425531915,0.0016742518923762587
1872.340425531915,0.0016978329049449382
1894.9124270225186,0.001721413917513618
1913.0434782608695,0.0017449949300822978
1913.0434782608695,0.0017685759426509773
1913.0434782608695,0.001792156955219657
1913.0434782608695,0.0018157379677883369
1955.5555555555557,0.0018393189803570164
1955.5555555555557,0.0018628999929256962
1955.5555555555557,0.001886481005494376
1955.5555555555557,0.0019100620180630555
1955.5555555555557,0.0019336430306317353
1955.5555555555557,0.001957224043200415
1955.5555555555557,0.0019808050557690946
1955.5555555555557,0.0020043860683377746
1955.5555555555557,0.002027967080906454
2000.0000000000002,0.0020515480934751337
2000.0000000000002,0.0020751291060438137
2000.0000000000002,0.0020987101186124933
2000.0000000000002,0.002122291131181173
2000.0000000000002,0.002145872143749853
2000.0000000000002,0.0021694531563185323
2046.5116279069769,0.002193034168887212
2046.5116279069769,0.002216615181455892
2046.5116279069769,0.0022401961940245714
2046.5116279069769,0.002263777206593251
2095.238095238095,0.002287358219161931
2095.238095238095,0.0023109392317306105
2095.238095238095,0.00233452024429929
2095.238095238095,0.00235810125686797
2095.238095238095,0.0023816822694366496
2095.238095238095,0.002405263282005329
2146.341463414634,0.002428844294574009
2186.2125789618235,0.0024524253071426887
2200.0,0.0024760063197113683
2200.0,0.0024995873322800483
2246.5753424657537,0.002523168344848728
2256.4102564102564,0.0025467493574174074
2256.4102564102564,0.0025703303699860874
2315.7894736842104,0.002593911382554767
2315.7894736842104,0.0026174923951234465
2400.0,0.0026410734076921264
2400.0,0.002664654420260806
2410.5960264900664,0.0026882354328294856
2426.9662921348317,0.0027118164453981655
2444.444444444445,0.002735397457966845
2444.444444444445,0.0027589784705355246
2444.444444444445,0.0027825594831042046
2514.285714285714,0.002806140495672884
2514.285714285714,0.0028297215082415637
2554.3026706231453,0.0028533025208102437
2588.235294117647,0.0028768835333789233
2588.235294117647,0.002900464545947603
2588.235294117647,0.002924045558516283
2653.3333333333335,0.0029476265710849624
2666.6666666666665,0.002971207583653642
2666.6666666666665,0.002994788596222322
2750.0,0.0030183696087910015
